iter	RMSE
323	0.444330712
324	0.4436264919
325	0.4433609491
326	0.4430400716
327	0.4426714632
328	0.4422526564
329	0.4417231068
330	0.4416565839
331	0.4414250951
332	0.4407436423
333	0.4401986504
334	0.4399700762
335	0.4395897402
336	0.4392725141
337	0.4385529156
338	0.4378291233
339	0.4371133938
340	0.436708857
341	0.4363059463
342	0.4359375251
343	0.4352378762
344	0.4352137333
345	0.4350495926
346	0.4345459375
347	0.4342895673
348	0.4338011327
349	0.433295278
350	0.4330926331
351	0.4327548866
352	0.4325336948
353	0.4324570968
354	0.4317312767
355	0.4312722479
356	0.4307471378
357	0.4304048566
358	0.4301986667
359	0.4298499223
360	0.4296085026
361	0.4295019309
362	0.4294133251
363	0.4290599116
364	0.4287469906
365	0.4283976132
366	0.4281890494
