Urgent,High,Verified,Frequent,What is the type of property?,What is the size of the area needing artificial turf?,What preparation work(s) will be needed?,What kind of artificial turf do you need?,When would you like the work carried out?,How likely are you to make a hiring decision?,base_value,predicted_value,Credits,Lead Id
-0.002391134154335081,-0.25956781646678057,-0.0020587612373552605,0.0007677435670997903,-0.020489197542975714,-0.004201194526422167,-0.00010924999936202159,-0.0006298962701159205,-0.0034828786801135653,0.2150100616832988,6.050873246417119,5.973720922790057,6,48364313
-0.002179338655154954,0.22842875048063951,0.0025111664544432873,0.0003878201402237709,0.13727377959273387,-0.0008319897826714716,0.00013944520497369408,-0.00011236130540503338,0.027427140116189734,0.5573100184712594,6.050873246417119,7.0012276771343505,7,48364874
-0.002115679354246936,-0.18044303262434336,-0.0018772616752032124,0.0002676936034667801,-0.06041009397636045,-0.0025196855156259593,0.00022774049112699838,-0.0003665238241440757,-0.003318622928826532,0.20718079161367917,6.050873246417119,6.007498572226641,6,48365004
-0.004121118658284347,-0.1589265994666292,-0.0014179339203057222,0.0015068381034077532,-0.07797508723808798,-0.007936312724387115,0.00016599248740562758,-0.00048534050175403953,-0.0051742672329796865,-0.7777405190803487,6.050873246417119,5.018768898185155,5,48365046
-0.0017116597130262302,0.24558724999205145,-0.001050245999855343,-0.0009542336291642957,0.13821754909353282,-0.0006988936527707635,-0.00010091614243597993,-0.0004570724515072599,0.004176800178241606,0.5716800636369109,6.050873246417119,7.005561887729096,7,48365863
-0.0022862010806610007,-0.21262303974566785,-0.0016205126355856663,0.0005707011279130693,-0.07616850369311791,-0.002048006372454943,-8.829771469176193e-05,-0.0002297053996473126,-0.002148198628532564,0.244713024576112,6.050873246417119,5.998944506850784,6,48366646
-0.003836908322320608,-0.15939129241621344,-0.0018053736885147115,-0.001694000100430862,-0.08360363465596764,-0.0033392914425277287,-5.675838003295232e-05,0.001136618662894686,-0.0023063728925532246,-0.7937809947027177,6.050873246417119,5.002195238478736,5,48366670
-0.0015879232626794385,0.23587097452692343,0.004319707107415257,0.0004970954900795866,0.136266357156659,0.0004426331817565371,-8.800545088817252e-05,-0.0004130104089222358,0.003911375080193425,0.566996285630391,6.050873246417119,6.997088735468047,7,48366724
0.005665475784621174,0.226789910051964,-0.0004572493001199602,0.0014608407308977786,0.13644958247269842,-0.001199942934757636,-0.00029239622841141716,-0.00016802008831110385,0.030667780306208568,0.5512343519197278,6.050873246417119,7.001023579131637,7,48366966
-0.002693399252686677,-0.15938923321574963,-0.0015707244164844519,-0.0017187411997915648,-0.08321190075140693,-0.003564462558413847,-0.00013357252820002632,-0.00012362306175480673,-0.005585091346294864,-0.7967971835229463,6.050873246417119,4.9960853145633894,5,48367095
-0.003660471558480109,-0.16203008008923203,-0.001475925895357068,0.0014887894919518702,-0.07848210757958309,-0.00850523447775225,-6.917097011836073e-05,-0.0002388879418599904,-0.012575832511720389,-0.7859544086343199,6.050873246417119,4.9993699162506475,5,48367185
-0.0016222834406652573,0.2354321273913114,0.0038985031115330157,0.0005671690815866274,0.1379343352956406,-0.001577782269951645,0.0001138362310187991,-0.0004526407379870619,0.004921550786886193,0.5699434661352236,6.050873246417119,7.000031528001716,7,48367291
0.005578704949388212,0.22690029459764335,-0.0005070279362257881,0.0015112932710610026,0.13630620440115973,-0.0007765427740570485,-4.4239671126701645e-06,-4.702217468848678e-05,0.030868033201810786,0.5513204966167867,6.050873246417119,7.002023256602885,7,48367553
-0.0016188160314004384,0.23433419409088874,-0.00036334456241299035,-0.00047681373393143134,0.13672109337564914,-0.002143610525637091,-7.888363732432002e-05,-0.00021766838554321098,0.02869424880809035,0.5602816120641199,6.050873246417119,7.006005257879618,7,48367753
-0.003990627776244584,-0.15415940406311465,-0.002197285601193808,-0.0016041776925893418,-0.0826920388703964,-0.0017520097706345752,-0.00011665614908369336,0.0004092009386973065,-0.02662565547592946,-0.7802216686033628,6.050873246417119,4.997922923353266,5,48370516
-0.004259990804114419,-0.15401374334637485,-0.002681371866313544,-0.0017748491559438967,-0.0854557990580385,0.013515751169271227,1.422791970185394e-05,7.50665793326497e-05,-0.028876941794388218,-0.7789107428969578,6.050873246417119,5.008504853163294,5,48373342
-0.0010999194901645042,0.23683783751373172,0.0037637796645563206,-0.000925174956944224,0.13823775515391443,-0.00167864575451856,0.00013977187135107835,-0.0004390851276725169,0.004575198361465892,0.570787884887035,6.050873246417119,7.001072648539875,7,48374945
-0.004345654488166103,-0.15306736287549255,0.011994565043083721,-0.0016939616057299405,-0.0817789612168004,-0.004613548807158453,9.803970592659416e-05,0.0002630759110033542,-0.02360343281900041,-0.7790198238178537,6.050873246417119,5.0151061814469315,5,48375085
-0.004268127937346536,-0.1530240531307104,0.012297436295350746,-0.0017067910824761325,-0.0820187452838849,-0.002113299449583979,0.00012239501546150309,0.0004063692068085698,-0.023011684036723965,-0.7788221276714582,6.050873246417119,5.018734618342554,5,48376745
-0.00335884127301274,-0.15937495304691487,0.009394735875392865,-0.0020774895688448185,-0.08564103430691089,0.00027286465988424305,-0.00012098974540901375,-0.00019956371174223163,-0.009400045985287694,-0.8008989529823318,6.050873246417119,4.999468976331942,5,48379448
-0.005367940597586238,-0.16173511120412842,0.006189991312009131,-0.001808673748058525,-0.08683800340608519,-0.008953390048705129,0.00011149948193436404,-0.0002903441563200354,0.02446628588897237,-0.8121748911606199,6.050873246417119,5.004472668778531,5,48380562
-0.004512442726025973,-0.15133793007801793,0.007383290905031595,0.0017856399022371996,-0.07729058331938155,-0.003114527683269317,-0.00012125321789852229,-0.0001982689963154208,-0.02677062925513921,-0.7604786656780991,6.050873246417119,5.036217876270241,5,48380741
-0.0016308259618979784,0.2296698622403115,0.0021794795767716736,-0.000654887768417826,0.13740964377227222,-0.0022883738400895017,-0.0001701268243103264,-0.00022109948436651504,0.027305520645640097,0.5581390255987162,6.050873246417119,7.000611464371749,7,48381728
-0.006024856610300091,-0.15872705776766505,0.007695226921623002,0.0010332118227228252,-0.08330247250607305,-0.004865177060888216,-7.302677680506242e-05,-0.0006956457389950628,-0.02472149880926397,-0.784365883764537,6.050873246417119,4.996826066126937,5,48383315
-0.0009331718730116262,0.2583208809104515,0.0002018653117799779,0.0006811108676282563,0.1002019177793502,-0.0012968020641474932,0.00010988587448886726,-0.000801768606714283,0.005290507741155075,0.5783675521391236,6.050873246417119,6.9910152244972235,7,48383479
-0.0010334934250065015,0.2436876146668905,-0.0008970624614028177,-0.0008049996540466527,0.1376024152975843,-0.0017393374165267203,0.00012575075622035407,-0.0015522354446306339,0.0038839121707775724,0.5729562943756665,6.050873246417119,7.003102105282645,7,48384638
-0.002121433526083443,-0.18040137108654014,-0.001892390884065153,0.0002567704788171334,-0.060499178147560666,-0.0024200180996476798,-5.857598970002879e-06,-0.00032612165145456327,-0.003269526328625775,0.20704197928159057,6.050873246417119,6.0072360988545785,6,48385301
0.003581635871168581,0.22472748674746953,0.002703529569224693,-0.0022567477611322912,0.1377003040443487,-0.00012917287160413144,0.00013099704772479758,5.3325387933614025e-06,0.029265315412582087,0.5496156717466972,6.050873246417119,6.996217598762392,7,48385410
-0.002934539723648579,-0.16087716158394957,-0.0016736198275525919,0.001227237344232265,-0.0833222695328438,-0.0034526011694294124,-0.00012325908696659722,-0.00011224704011329184,-0.005189151727954378,-0.795888815634886,6.050873246417119,4.998526818434008,5,48385415
0.0057758994190704105,0.22678337614867775,-0.000458080686280457,0.0014504976297392929,0.136463693000091,-0.0011951349360087777,-0.0002501441436693072,-0.00014534150043728366,0.03062629644573881,0.5512673409186211,6.050873246417119,7.001191648712662,7,48385536
-0.003041463356807555,-0.1595419401212357,0.008270056012090432,-0.0017825339318736757,-0.08268296678965545,-0.005377510026383365,-0.00010289372051696234,-5.662880536384252e-05,-0.006212489926869043,-0.8008320625845785,6.050873246417119,4.999512813165926,5,48386114
-0.0023365246849590122,-0.21497463034543318,0.006334526869081423,0.0006373943123029024,-0.07600423361415146,-0.0016610617676569989,-7.287207040490309e-05,-0.00016833229206719282,-0.0017552220630116828,0.24088736440469585,6.050873246417119,6.001759655165515,6,48386239
-0.0015586723928022732,0.2422614880497094,-0.0009784280559841606,0.00048599085301864666,0.13728422491863151,-0.0014514616204871391,0.0001211365898922649,-0.0005127207649675044,0.004104405095962263,0.5719060314112059,6.050873246417119,7.002535240501298,7,48387030
-0.004047853329682924,-0.15410431451040546,-0.0020676467805348783,-0.0014882227493001868,-0.08197048830542435,-0.0033497903864288816,0.00011893141096678783,0.0003280200769103677,-0.02678985545289506,-0.7804052681170117,6.050873246417119,4.997096758273312,5,48388160
-0.00258624400800813,-0.16963366558851586,-0.0018068901320002601,-6.054455554020412e-05,-0.05970259133617262,-0.003138460291828512,-0.0001746269329157951,9.326620396074312e-05,-0.02948292418982062,0.22039464619626625,6.050873246417119,6.004775211782544,6,48390422
-0.0038999685956430216,-0.1593969746888792,0.008577988233596592,-0.001828325751836405,-0.08312883051045646,-0.0051539787865394916,-4.036718679178566e-05,-3.834762572421484e-05,-0.002034273032959863,-0.7968614322790498,6.050873246417119,5.007068736192835,5,48390687
-0.0010472465645783094,0.2440642072614598,-0.0010017265994415804,-0.0007899340722150054,0.13735803872180838,-0.001677145651775377,1.8176430667555092e-05,-0.0004248929273218379,0.003176853195572652,0.5733578544689032,6.050873246417119,7.003907430680198,7,48393558
0.008094724192592734,-0.18094798715335367,-0.0019731809973868824,0.00022033773867777192,-0.061232400281590785,-0.0032975804682682476,1.5080516714397597e-06,-0.0003972776954844837,-0.00451735946298946,0.19626282870740175,6.050873246417119,6.003086859048389,6,48393679
-0.002476327515178059,-0.2085110004210775,-0.0020796128725041507,-0.0009185501508066921,-0.08649397902889448,-0.002955114405993627,-0.00011674898946537189,-0.0004626084607246989,-0.003692091588312336,0.2426853201204152,6.050873246417119,5.985852533104577,6,48393951
0.01434685142933772,-0.15786293575842653,-0.002457222370463312,0.001157455328327888,-0.08355173855842116,-0.00550930326883265,2.5968160126884106e-05,-3.0239930899674402e-05,-0.02750511722911337,-0.7823379513240079,6.050873246417119,5.0071490128947485,5,48393978
-0.001555856967839441,0.234482233406979,-0.0005257924773813764,-0.0007260633201941258,0.13648753812411488,-0.0014811255865604712,-0.00013246665800467275,-0.0001830779793288613,0.028834261897353858,0.5604059635060131,6.050873246417119,7.006478860362272,7,48395071
0.0035576553856424722,0.22460964633372194,0.0023362028804016144,-0.002314466110185907,0.1375655006456515,-0.0014117624494754486,9.388663738565736e-05,-8.335885105905808e-05,0.02916859717722881,0.5495251050126974,6.050873246417119,6.9939202530791285,7,48395119
-0.004366202432265752,-0.15315778845509806,0.011977782141664483,-0.0017383927093135268,-0.08178144519016355,-0.004621526590613401,-0.00011006313705588299,0.0002578256635683769,-0.023750463217562,-0.779072869627288,6.050873246417119,5.0145101028629915,5,48395656
-0.0015586723928022732,0.2422614880497094,-0.0009784280559841606,0.00048599085301864666,0.13728422491863151,-0.0014514616204871391,0.0001211365898922649,-0.0005127207649675044,0.004104405095962263,0.5719060314112059,6.050873246417119,7.002535240501298,7,48396021
-0.002424282827653491,-0.1793636263240701,-0.0017967349560938071,-0.00031828147712813617,-0.060775615087033864,-0.003267936786006607,-3.5317693966498443e-05,-0.00035807269637432596,-0.004735782702946696,0.20709381111149985,6.050873246417119,6.004891406977345,6,48396602
-0.002676215341514135,-0.18571998993963212,0.005629390228214172,-0.0004965193554045049,-0.06123923167763475,-0.004423096076519996,0.00021573796578721444,-0.00013037211519207158,0.017009227734719905,0.18476383197014093,6.050873246417119,6.003806009810083,6,48397304
-0.002934539723648579,-0.16087716158394957,-0.0016736198275525919,0.001227237344232265,-0.0833222695328438,-0.0034526011694294124,-0.00012325908696659722,-0.00011224704011329184,-0.005189151727954378,-0.795888815634886,6.050873246417119,4.998526818434008,5,48397784
-0.0009164494066206234,0.25022384220256194,0.0007992365390605603,-0.0006406659336139837,0.09669373019586319,-0.00199041199930453,0.00019740308776745858,-0.0008614992637846996,0.027601082075789374,0.5656880743508982,6.050873246417119,6.987667588265737,7,48397912
-0.0008583039956296913,0.25042937319764397,0.0006420429091808061,-0.0011516208277870732,0.09067053266621172,0.0010217619619106195,5.8270818117950666e-05,-0.0008044736091679734,0.0022144494664534976,0.5764656418656249,6.050873246417119,6.969560920869679,7,48397977
-0.0029658771955761603,-0.21755221933623928,-0.0012309288588748428,0.0004220328952765148,-0.07716360715147025,-0.0038388928270405415,4.341150838981976e-05,5.3831868057509405e-05,0.019833358427102474,0.22347320202888188,6.050873246417119,5.991947557775626,6,48398622
-0.0032554934476941746,-0.16136519637404736,-0.0016119415089333644,0.0012632983329756925,-0.08385125853909248,-0.004630475799273408,-2.2390375121234958e-05,-0.00011058664930028007,-0.0054365666553843105,-0.79881030053172,6.050873246417119,4.993042334869529,5,48399016
-0.0043551163206241306,-0.15039234366178134,0.007322606595132302,-0.0024220258412000852,-0.08042739101176448,-0.007871303791440406,4.749554463181411e-05,-0.0002508800867085331,-0.028558799502784775,-0.7606899388203081,6.050873246417119,5.023275549520271,5,48399292
-0.0009637352898634509,0.2442603816716125,-0.0009591797157362305,-0.0007891774844861364,0.13744240778532463,-0.0019679262681914327,-1.6206706795630382e-05,0.00011501120284705972,0.003429294120161611,0.5739527150676758,6.050873246417119,7.005376830799667,7,48400494
-0.0057403337540483665,-0.16152093987845947,0.003580091232325338,0.0013793496521013414,-0.08569867154173721,-0.010453271482038918,-4.342952164467277e-06,0.003347398848908686,0.026347133858062515,-0.7991944923186949,6.050873246417119,5.022915168081374,5,48400609
