Location,Urgent,High,Verified,Frequent,What kind of landscaping help are you looking for?,How big is the area you want landscaped?,Do you already have a plan for what you want done?,Will you need maintenance after the work is complete?,How likely are you to hire a professional?,base_value,predicted_value,Credits,Lead Id
-0.010859519193131679,-0.017235116239758295,-0.5291885647334675,-0.010971321852236997,-0.008934265158305674,0.02097805510804029,0.032857448947721635,-0.28588330583242055,-0.0879066714389307,-1.6434579165553769,10.636454254501947,8.095853077554082,8,47236561
-0.02742494271240941,-0.013324425798131607,-0.5311883366314136,-0.01023346250235274,-0.023210618217778617,0.006028584833170001,0.22453113993732715,0.48704577162490015,-0.05380752610837427,-1.603103836119242,10.636454254501947,9.091766602807642,9,47236334
0.017903642658099655,-0.003931953130789748,0.4089974107290116,-0.007106157394763037,0.0074516254348500665,-0.015772655930793623,0.4744300277236748,0.028613450205453188,0.21966775961760204,1.3863517058123056,10.636454254501947,13.153059110226597,14,47236298
0.020263490098348297,0.005031165458729541,0.3956039452429445,-0.009600007496597503,0.03130808829140167,0.004409370982559599,0.6426038077102837,0.834847191443427,0.2479148910985128,1.3883029893125098,10.636454254501947,14.197139186644065,15,47236291
-0.020331438396240173,-0.014029256332606608,0.4874480275739748,-0.0068001305486178765,-0.007458277539206724,0.041907989100806876,-2.294076955155196,-0.3692648691972405,-0.12442844352878382,0.6722787635149209,10.636454254501947,9.00169966399376,9,47236123
0.004586555984115024,-0.005979989424084274,0.40867853757636075,-0.009857811155874315,-0.007663465364563299,-0.010717636392326601,0.47066653701392236,0.04267274989524232,0.22806820262474595,1.3802178568168577,10.636454254501947,13.137125792076342,14,47236080
0.005547468702101454,0.0074386319445721456,0.4408929121359389,0.03382127798478812,-0.02013369944594563,-0.01021821316059,2.75332068483805,0.9477149728091713,0.5428551121150975,1.425303885542991,10.636454254501947,16.76299728796812,17,47236027
0.011332931978167192,-0.01771968764796044,0.4750922418854681,0.01672904127576968,-0.004367153437413502,0.0212190346550759,-2.023474162874293,-0.19418160885664892,0.025208094483167815,1.2679971650574864,10.636454254501947,10.214290151020768,10,47236025
0.03179511481094365,-0.01123663238729451,0.4112793025595474,-0.010261973352906708,0.01182128802541431,0.04460925710296268,0.40320474574178716,-0.17436416715780126,0.06676597766003543,0.9187372317405016,10.636454254501947,12.328804399245135,12,47235954
-0.008370442511983113,0.047468313621792706,-0.526392444163283,0.03964496861699858,0.03460829689388592,0.04050089114408321,0.24858057625283908,0.5351177170129928,-0.04327667602565713,-1.5073868579852807,10.636454254501947,9.496948597358335,10,47235807
-0.020563495521727412,0.07283885879366651,0.4870705249793553,-0.004931143042156007,-0.0058064018641894935,-0.02844433173614742,-2.868138452104672,-0.365856574400401,-0.12057788792532137,1.0259901361047126,10.636454254501947,8.808035487785066,9,47235457
-0.03084584949090812,-0.009979980450317536,-0.46394040155858024,-0.009653917959348718,-0.021628350982877263,0.004549390411679606,0.3635029200644246,0.5111912768167447,0.032626133821056884,-0.9836206842500829,10.636454254501947,10.028654790923737,10,47234380
0.0396845315367415,-0.0077924591096958954,0.40402564866249113,-0.008054619416234933,-0.01797271355887498,-0.020722359703459512,0.5702511403877699,0.6397829686857227,0.07958030264292716,0.9949244560927218,10.636454254501947,13.310161150722053,13,47234231
0.040753966818871765,-0.007950282483143722,0.4497204185505321,0.01698700926205926,0.01564088177439945,-0.007888498472855485,2.610825493999074,-0.003304283371898971,0.38542077479992765,0.9674050819303878,10.636454254501947,15.104064817309293,15,47233884
-0.010744589905063716,0.05636904671008045,-0.5587209983928099,-0.007261025760208466,0.020052104755362756,0.034886213158062764,-2.481877742714846,-0.5621246570674902,-0.33761634116401634,-1.6599592657658373,10.636454254501947,5.12945699835518,5,47232885
0.01594503572435553,0.06033194442043051,-0.5262161912500682,0.04170193550117707,-0.006271190271166855,0.02005817797694994,0.05245328363241831,-0.2814018911136486,-0.09894749734271148,-1.587749141314089,10.636454254501947,8.326358720465596,9,47232761
0.0213719610873927,0.005609488094609663,0.3956039452429445,-0.009189208233753571,0.03128050283886133,-0.007982684262212814,0.6398142080924722,0.8329730924956551,0.24487066414282802,1.383222628385436,10.636454254501947,14.17402885238618,14,47232492
-0.06640134499560933,-0.013065400708693413,-0.5291885647334675,-0.008552513510388927,-0.009598499945505198,-0.017862579142988104,0.03380222106801978,-0.301412495643207,-0.09521773437348025,-1.6529703372494085,10.636454254501947,7.97598700526722,8,47232195
0.0007686334537347259,-0.019463154047838622,-0.5594334977301595,-0.005040994830941932,-0.0007876386635033834,0.009992355866241401,-2.459872022913929,-0.5588600378742589,-0.31436423361288823,-1.697706417826062,10.636454254501947,5.031687246322345,5,47231588
0.046513473884004626,-0.00860741089589719,0.4529187623780188,-0.0009203841163863279,-0.008108954368741202,0.00668175033289398,2.7032525474299063,0.07057032948491127,0.41213995616772625,1.032798682800142,10.636454254501947,15.34369300759852,16,47231469
-0.009999264368373718,-0.014978120141722834,0.4626522946573372,-0.009217566167914968,-0.012105938178585485,-0.014390439309736285,-2.1784212677357706,0.4385487453939323,-0.09579262440858229,0.7125014132267512,10.636454254501947,9.915251487469282,10,47231306
0.015554146688262771,-0.005160349957755043,0.40867853757636075,-0.008802875432516436,0.012674722770834135,0.0220726720640062,0.4712451296652612,0.05766212631385382,0.22874715527889455,1.391536300550486,10.636454254501947,13.230661820019632,13,47231097
-0.022052888022023275,-0.020914457261906258,0.48485631139259494,-0.009186452966356402,-0.006771510879235109,0.041852474437211726,-2.2711404350009765,-0.3425622689057222,-0.12320185202646666,0.7201587271191537,10.636454254501947,9.087491902388223,8,47230922
0.0008533568070993231,-0.01433584712088212,0.4626522946573372,0.03580137481774109,-0.017267587375679443,-0.027168146649532418,-2.184405509240379,0.4388295175739559,-0.09379876985934246,0.745069259420472,10.636454254501947,9.982684197532738,10,47230459
0.008502715200340816,-0.010516956102099597,-0.6108073096332278,-0.003753767825435998,0.014760447887473344,-0.01948122723695541,2.4359478199271267,-0.13619204417968947,0.2556265716751862,-1.4922403433648368,10.636454254501947,11.07830016084983,11,47230323
-0.021824206809073543,-0.02116086028462293,-0.46542334803039004,-0.007210341798227192,0.01304321813359779,-0.01182055915478715,0.14806773002464188,-0.1812925876544215,-0.008262260124683672,-0.9669816324888247,10.636454254501947,9.113589406315155,9,47230317
0.046733485540099644,-0.008148167302016781,0.4069663882308672,-0.006735148157083011,0.00544893099174969,-0.025875067526165727,0.3725051708094589,-0.2605879449764565,0.045654914503489956,0.9045799830434424,10.636454254501947,12.116996799659333,12,47230223
-0.01552413959650876,0.0587442552657423,-0.546030997201339,-0.003920460110983206,-0.015131498947685203,-0.001969692092234972,-2.2937712235869805,-0.025748075598521217,-0.29236402856308746,-1.1206763741747001,10.636454254501947,6.380062019895645,6,47230161
-0.028215135876849394,-0.023759962565504136,-0.48026714080130567,-0.002948401824360621,-0.007542324103002345,-0.005213300153140371,-2.3748821989531987,-0.4314619330003528,-0.21745690676139,-1.0460226082752404,10.636454254501947,6.018684342187596,6,47230146
0.027483730738411767,0.0213152692398948,0.38260102602650414,-0.008238344392200739,-0.018492883721000927,-0.021434501145286906,0.6347904132276441,0.7940750900995897,0.22850052145863953,1.3361130185964447,10.636454254501947,14.013167594630586,14,47229966
-0.09645247824074227,-0.016414979970599295,-0.5593414784974514,-0.006423243649445531,-0.01918037617571948,-0.009416271123403132,-2.4978536186274303,-0.5945900600220385,-0.3320440388396859,-1.7092761324065435,10.636454254501947,4.795461576948886,5,47229861
0.018845700985338325,0.030199971958743348,0.43838190896600493,-0.0020619815619748573,-0.010054884544068415,-0.021874383873460527,2.60564678254396,0.19555134042392558,0.4758015076498873,1.3377920588480343,10.636454254501947,15.704682275898339,15,47229597
0.02188278134234098,-0.009979296007302687,-0.5370921207333821,-0.0008400526479091318,-0.010652897588124315,0.017011377228325204,2.532144287337425,0.03350691495035278,0.31041843704053085,-0.9417506298591138,10.636454254501947,12.051103055565093,12,47229524
-0.025213416149936257,-0.020873331006974326,0.48485631139259494,-0.01003532894595597,0.004023139435511757,0.03260642062987816,-2.277527521732133,-0.3485015468974875,-0.11312079178228468,0.7243085997640196,10.636454254501947,9.086976789209182,9,47229425
0.028966069629467434,0.07250909684834203,0.46150905758852345,-0.008286191504424646,-0.0008660305170389303,-0.015989273398834408,-2.003869482014463,-0.21728206926921828,0.038274240136798025,1.2561954876396562,10.636454254501947,10.247615159640759,11,47229213
-0.025118075125935554,-0.017034623290030828,-0.4977818529094064,-0.009150734493336943,-0.011223963983264886,0.016680671998397022,0.020330105595995126,-0.25474042004020636,-0.09697978836310645,-1.6243388191645987,10.636454254501947,8.137096754726453,8,47229024
-0.024006097053695427,-0.007754606954048778,-0.4434811063693604,0.030262929990384504,0.007675543908197118,-0.004890610191912673,0.2006356911964848,-0.2131687100902083,-0.004870341952328255,-0.9409887804087704,10.636454254501947,9.23586816657669,10,47228911
0.025451602692983258,0.022333667349868507,0.4390162771433507,0.008132318078918647,0.010996091677186761,0.015240098156042445,2.683391226915106,0.060318302655991245,0.4070946209985753,1.0987781006068273,10.636454254501947,15.407206560776793,15,47228616
0.03604374633226165,0.023453307292015793,0.4393088789419382,0.012390706939515236,0.01130350709663619,-0.012922059570046766,2.6108857746862464,0.1757975646676038,0.48961866081764666,1.3514057929014367,10.636454254501947,15.773740134607195,16,47228571
-0.01584409514666183,-0.012415516621640784,-0.6366345603898457,-0.001958001892108907,-0.016472622754482087,0.00753363052885634,2.2530426894826827,-0.18258136444499995,-0.41371163329743504,-1.6370728098983247,10.636454254501947,9.980339970067988,10,47228400
0.005862696589980105,-0.009375048603308223,0.45019624881792014,-0.00455424262831714,-0.00960320614860942,0.020879364921617006,2.6094970630885395,2.958418478938298e-05,0.3945795211389488,0.9240713337323171,10.636454254501947,15.01803756959583,15,47228382
0.04706091550596138,-0.005080716400057215,0.4089974107290116,-0.006715719815177237,-0.005864287051137536,-0.016762999275876694,0.46822255837829535,0.03670649204214999,0.20796602438065107,1.3652074842039528,10.636454254501947,13.136191417199719,13,47228298
-0.02194323947480673,-0.02318993006945453,-0.48026714080130567,-0.0019693744841903374,0.012257995663411349,0.009904472835006027,-2.384489877672684,-0.429589727486539,-0.20695732166434136,-1.03235346562636,10.636454254501947,6.077856645720676,6,47227956
