Location,Urgent,High,Verified,Frequent,What type of organisation is this for?,Do you already have a logo?,How many logo designs are you looking for?,How soon would you like the project to begin?,When do you need this service completed??,Can we help with any other business needs?,Do you want someone local?,base_value,predicted_value,Credits,Lead Id
0.0,-0.004833552586055134,0.0,-0.002284924197815108,-0.0028289687746158912,-1.362580595793115,-0.10614167236109912,-0.02161079515854255,-0.0164000320227679,-0.08148867219184106,0.002291880329537228,0.0,9.613825353214573,8.01794802045826,8,47571477
0.0,-0.0005421881080295808,0.0,-0.00013984539313797827,0.0005592465079305168,0.3198758314973208,0.024538949381436186,0.016872100381374558,0.0036833577966013755,0.016332379961349106,0.00039246108494945023,0.0,9.613825353214573,9.995397646324367,10,47565520
0.0,-0.0005408741418799219,0.0,-0.00013984539313797827,0.0005395628509979348,0.32593398396190476,0.024070995976320043,0.01684388279793445,0.0011644787902069485,0.015775317938697523,3.723305890312467e-05,0.0,9.613825353214573,9.99751008905452,10,47564263
0.0,-0.0005317149157018787,0.0,-0.0001850256260377204,0.0005763518777094236,0.32694768260335905,0.025514793324680617,0.015165678262381917,0.0012186687116126514,0.014004782757072278,-0.00011465502956129046,0.0,9.613825353214573,9.996421915180088,10,47562843
0.0,-0.00026806861141730025,0.0,-0.00013984539313797827,0.0005716370717733461,0.3253254336359099,0.02412338493083937,0.018326867805626906,0.0013608785015582425,0.01936470256248573,0.0007186116096938008,0.0,9.613825353214573,10.003208955327905,10,47561595
0.0,-0.00014783297910167775,0.0,-0.0001850256260377204,0.0007772391235609139,0.3205791706284537,0.02386124486177301,0.013725615989650608,0.0012316067366612818,0.02012502040833766,2.0779537475874576e-05,0.0,9.613825353214573,9.993813171895347,10,47558840
0.0,-0.0016415715528025157,0.0,0.0033998899823142123,0.00039155597078560287,0.32134499681023043,0.025621336846341353,0.013758244116046328,0.0043681201122959725,0.016312975341566716,0.0008028153408237833,0.0,9.613825353214573,9.998183716182176,10,47552318
0.0,-0.0008455965623579886,0.0,-0.00013984539313797827,0.0007210281388040379,0.3292104425465941,0.02499010251367765,0.017650504259286295,0.0007847396266246304,0.015186499300683675,0.0007172019573193731,0.0,9.613825353214573,10.002100429602066,10,47549551
0.0,-0.0014835274352960341,0.0,-0.0003497297528318101,0.0007046630808645928,0.33339127840568356,0.02461441543886204,0.01376612273296732,0.0015918277540336132,0.01730041216228708,0.0005441255746734363,0.0,9.613825353214573,10.003904941175817,10,47546603
0.0,0.0025582299714742153,0.0,0.0033039451206906697,0.0004718019389284295,0.3254950307990697,0.024074320072798285,0.013979346751270662,0.0012382523579730622,0.013933701719803827,-1.5693263696242163e-05,0.0,9.613825353214573,9.998864288682887,10,47539964
0.0,-0.0004090225117379058,0.0,-0.00043972398459564616,0.0007810459863931493,0.3313377672947661,0.027578465994376064,0.015373237511249319,0.0005097610741970703,0.012458192384359933,0.0003451845452564506,0.0,9.613825353214573,10.001360261508838,10,47536422
0.0,-0.0006461397387927997,0.0,-0.0004327925408614616,0.0005215817304321873,0.32418736564237,0.027518680250608444,0.012262383287170307,0.0025128750111909595,0.01647655552645172,0.00038410179639221235,0.0,9.613825353214573,9.996609964179534,10,47531857
0.0,-0.0011379337518493922,0.0,-0.0003770406596344843,0.0006052836446194281,0.32966467930320204,0.030162330424007844,0.01045758614956946,0.0013178122424202302,0.016251929463738164,0.0008260052029460856,0.0,9.613825353214573,10.001596005233594,10,47529291
0.0,0.00784461921968831,0.0,-0.0023286180181779897,-0.003163816394698326,-1.3743465981131233,-0.10638589966180632,-0.016603629835763224,-0.013109164750245181,-0.08361220752778266,0.001926431343014801,0.0,9.613825353214573,8.024046469475682,8,47528286
0.0,-0.0013585406141903263,0.0,-0.0003497297528318101,0.0006464034012582005,0.334740894718435,0.025443741589868483,0.014407236316330795,0.001956491743819026,0.016790094558427296,0.0005387971235438352,0.0,9.613825353214573,10.006640742299235,10,47526921
0.0,0.009417000938407773,0.0,-0.002254493554938239,0.006785609733307876,-1.3582397441044827,-0.0984377221499749,-0.011824662909223958,0.004899792575666726,-0.08000857376937358,-0.0006420254636494565,0.0,9.613825353214573,8.083520534510315,8,47510552
0.0,0.001677169192798021,0.0,-0.0003497297528318101,-0.0023313535030624584,0.32982003076942334,0.024686283941581462,0.014545562765951219,0.0009930309973536818,0.01632399645977548,0.0007780858342510553,0.0,9.613825353214573,9.999968429919813,10,47504252
0.0,-0.0014655494472235232,0.0,-0.0004379595182977421,-0.0019814510609713334,0.3393033725068194,0.02730416072147292,0.0025343467803746393,0.0007359514562247253,0.016953045645161115,0.000582653540401373,0.0,9.613825353214573,9.997353923838535,10,47501384
0.0,-0.0007458887023253062,0.0,-0.00013984539313797827,0.0007210281388040379,0.328625970426426,0.025170189888707194,0.017591789963144908,0.0008206043527512256,0.015265646090727567,0.0001593362812597686,0.0,9.613825353214573,10.00129418426093,10,47500832
0.0,0.001848392795639042,0.0,-0.000844713498028702,-0.00046618740494547083,0.30084584471342574,0.01224158098914804,0.024089590979705505,-0.0013550501975415593,0.02199286557039973,0.0009330261830621346,0.0,9.613825353214573,9.973110703345437,10,47500160
0.0,-0.0006418959680622632,0.0,-0.00013984539313797827,0.0005457367460837689,0.32042425496649246,0.024389793798348828,0.017275375306905417,0.004135011512295579,0.016094345909588862,0.0007835700605290616,0.0,9.613825353214573,9.996691700153617,10,47493952
0.0,-0.0046335614096336426,0.0,0.021636614847357287,0.005580887971059904,-1.3461210638421626,-0.0996052206590339,-0.009438611320100019,-0.01413367159508609,-0.07091600973050396,0.001275186425618335,0.0,9.613825353214573,8.09746990390209,8,47493749
0.0,0.0011858794946671574,0.0,-0.00038797854199736765,-0.002259361572461943,0.3296327207967953,0.025455428626550976,0.012871063041346534,0.002121575856045675,0.017516890681397834,-1.0675863427437065e-05,0.0,9.613825353214573,9.99995089573349,10,47488668
0.0,0.0013475401692496093,0.0,-0.00028756435612889273,0.0007248901107992264,0.3211129454333668,0.022767182178273948,0.013573423280658697,-0.011958485370981356,0.020558590451009395,0.0004867947855469065,0.0,9.613825353214573,9.982150669896368,10,47487191
0.0,-0.0013402181561004464,0.0,-0.0004379595182977421,0.0002937732659204058,0.3409225664247571,0.027990564704211643,0.0023296844526470625,0.0012344915236735673,0.016646508149341935,0.00020391996919036427,0.0,9.613825353214573,10.001668684029918,10,47484137
0.0,-0.0005956154922104441,0.0,-0.00040537391842091234,0.0006615373710206219,0.322744080518571,0.02547575686026705,0.013088335922719881,-0.009667888026100932,0.01857084663741629,-3.9949415698880497e-05,0.0,9.613825353214573,9.983657083672137,10,47477316
0.0,-0.0044319654008248945,0.0,-0.0021882980586285343,0.008262243665191514,-1.3517299720944915,-0.09734896329402344,-0.01736814132099385,-0.004508674325478584,-0.07824771672479203,0.001033504619215789,0.0,9.613825353214573,8.067297370279748,8,47476037
0.0,-0.005551981644272458,0.0,-0.002233391129075021,0.004639389139438693,-1.3499465725238766,-0.07345805116624299,-0.020319996785349924,-0.01005971689646491,-0.046380309424909845,0.0009907834537387441,0.0,9.613825353214573,8.111505506237558,8,47472212
0.0,-0.0008456499054804147,0.0,-0.00014677683687216284,0.0006354361602503965,0.32700604741106803,0.02483601857538059,0.01921983339126197,0.0015778869434572844,0.01619807589913912,0.0007824905573438392,0.0,9.613825353214573,10.003088715410122,10,47470024
0.0,-0.0007222047895399058,0.0,-0.00014677683687216284,0.0006354361602503965,0.32545680620862655,0.02406923474021044,0.018822217091069484,0.0020355978436587285,0.017226900452954514,0.00015756687104903573,0.0,9.613825353214573,10.00136013095598,10,47469376
0.0,-0.0007316312959998809,0.0,-0.0004849042174953883,0.0008950866270293127,0.33028168046666473,0.027425744182976115,0.01143648290651507,0.002022360720178055,0.017566804576242493,-0.0007428795548198185,0.0,9.613825353214573,10.001494097625864,10,47468913
0.0,0.00045271324670657264,0.0,-0.0004327925408614616,0.0005634544703621168,0.3271095149857286,0.02645933873696379,0.011387902865542872,0.001279969456969719,0.016537799835361296,0.0008124934056608639,0.0,9.613825353214573,9.997995747677008,10,47467297
0.0,-0.0004567373571190853,0.0,-0.00014677683687216284,0.0009150456110869313,0.3226278533115433,0.02372668226013667,0.018377470724395786,0.0005986226337771714,0.017055774249948263,0.00024238062922421526,0.0,9.613825353214573,9.996765668440695,10,47465121
0.0,-0.0007832905125535651,0.0,-0.00013984539313797827,-0.002704889351162667,0.32646912014685064,0.023946164698967858,0.015706898061944547,-0.00015631125132403506,0.014627861415939563,0.0008343542040173084,0.0,9.613825353214573,9.991625415234115,10,47463941
0.0,-0.004871826391385425,0.0,-0.002284924197815108,-0.0009906715035863684,-1.3644963700954693,-0.10347381914597578,-0.016850510161275513,0.0026767964132096006,-0.07545115093245959,0.0020688838707886873,0.0,9.613825353214573,8.050151761070607,8,47462178
0.0,0.002285133816257773,0.0,-0.0003427983090976255,0.0003988397218565686,0.3233661772140956,0.025324384478143565,0.014236133190344835,0.00392116890524791,0.015742117867536456,0.0009059789586703382,0.0,9.613825353214573,9.999662489057629,10,47461344
0.0,-0.004520269884495809,0.0,-0.002284924197815108,-0.0010866695296772695,-1.3646052172212888,-0.10325573544967653,-0.017579659218418513,-0.010239454533701862,-0.0786056077915128,0.0023667085643609993,0.0,9.613825353214573,8.034014523952347,8,47460522
0.0,-0.004152157912866317,0.0,-0.0022681673844903833,-0.002490613384065485,-1.3557861297512799,-0.09643782235536416,-0.016728353344668836,-0.009777356103199396,-0.06595036719721838,0.0028486233381340973,0.0,9.613825353214573,8.063083009119556,8,47460480
0.0,0.002285133816257773,0.0,-0.0003427983090976255,0.0003988397218565686,0.3233661772140956,0.025324384478143565,0.014236133190344835,0.00392116890524791,0.015742117867536456,0.0009059789586703382,0.0,9.613825353214573,9.999662489057629,10,47459076
0.0,-0.0005421881080295808,0.0,-0.00013984539313797827,0.0005457367460837689,0.3198156214438098,0.02459006284522785,0.017319376377483337,0.004141476603458306,0.01627302837952422,0.00022743062366221297,0.0,9.613825353214573,9.996056052732655,10,47457468
