iter	RMSE
220	0.25438868
221	0.2537180431
222	0.2535685002
223	0.2531319132
224	0.2526303863
225	0.2518432681
226	0.2517014791
227	0.2515682518
228	0.2508410453
229	0.2507067599
230	0.2505790895
231	0.2504485589
232	0.2503279829
233	0.2501328312
234	0.250018832
235	0.2499103085
236	0.2492007513
237	0.2485009226
238	0.2477351932
239	0.2476356777
240	0.2475408272
241	0.24743183
242	0.2473283048
243	0.2467906195
244	0.2462393673
245	0.2461115714
246	0.2460175287
247	0.2451236706
248	0.2450111562
249	0.243905212
250	0.2438165524
251	0.2437411883
252	0.2431133752
253	0.2426617854
254	0.2419633757
255	0.2413896702
256	0.2412583694
257	0.2411789474
258	0.2410794345
259	0.2405732731
260	0.2405260295
261	0.2399112689
262	0.2398459862
263	0.2383925864
264	0.2377817311
265	0.237305542
266	0.2367624011
267	0.2366068974
268	0.2364823706
269	0.2357781237
270	0.2356738768
271	0.2356508594
272	0.2355807068
273	0.2354670401
274	0.2345092448
275	0.2344921183
276	0.2339047591
277	0.2330017103
278	0.232546578
279	0.2315881493
280	0.2314924787
281	0.2314029585
282	0.2313721543
283	0.2307259116
284	0.2303296178
285	0.2295898303
286	0.2287095288
287	0.2282616305
288	0.2277605566
289	0.2267109466
290	0.2263143286
291	0.22577993
292	0.2256537661
293	0.2252847064
294	0.2251584782
295	0.2251300773
296	0.225089844
297	0.2244782455
298	0.2234770876
299	0.2233519915
300	0.2229811752
301	0.2229353725
302	0.2225165598
303	0.221218506
304	0.2206604892
305	0.2202780011
306	0.2201901923
307	0.2201527293
308	0.2198189215
309	0.2190241177
310	0.2186002926
311	0.2179074174
312	0.2168205748
313	0.216195609
314	0.2159034815
315	0.2158792412
316	0.2157966533
317	0.21493981
318	0.2139817844
319	0.2134900658
320	0.2133872088
321	0.2132239846
322	0.2131282212
323	0.212948643
324	0.2128699535
325	0.2126764705
326	0.2120551465
327	0.2119066394
328	0.2118194135
329	0.2115900987
330	0.2112355773
331	0.2110807783
332	0.2108642154
333	0.210780979
334	0.2101023177
335	0.2093395308
336	0.2093185641
337	0.2092282908
338	0.2083708255
339	0.2075609444
340	0.2074770519
341	0.2073495256
342	0.2072142971
343	0.207129176
344	0.2064830094
345	0.2064160933
346	0.2062327307
347	0.2062228427
348	0.2061564767
349	0.206052486
350	0.2059544648
351	0.2048261411
352	0.2047653397
353	0.2046937035
354	0.2046027768
355	0.2041451495
356	0.2040906206
357	0.2040268913
358	0.2036920001
359	0.2029909873
360	0.202131648
361	0.2014764146
362	0.2013599892
363	0.2011958596
364	0.2001373395
365	0.1999909813
366	0.1996011722
367	0.1993527972
368	0.199291395
369	0.1984477869
370	0.1979542611
371	0.1974733491
372	0.1972739293
373	0.1971186929
374	0.1968179443
375	0.1964100546
376	0.1962654629
377	0.1961658092
378	0.1957883875
379	0.1951180281
380	0.1950303103
381	0.1946286326
382	0.1942621085
383	0.1938628374
384	0.193477647
385	0.1933818735
386	0.1932770602
387	0.1926874098
388	0.1923744277
389	0.1923253507
390	0.1919798351
391	0.1914496501
392	0.1912449537
393	0.1908330611
394	0.1908043246
395	0.1907751121
396	0.1907368212
397	0.19062708
398	0.1904958128
399	0.1902224869
400	0.1900071238
401	0.1899054
402	0.1893998977
403	0.1893109947
404	0.1891198755
405	0.1888831846
406	0.188502555
407	0.1879999444
408	0.1876321998
409	0.1872082405
410	0.1871711317
411	0.1871087201
412	0.1864706712
413	0.1863594442
414	0.1860478695
415	0.1858104052
416	0.1852533612
417	0.1847554513
418	0.184687
419	0.1842754145
420	0.1839832568
421	0.1837320291
422	0.18339781
423	0.1823758849
424	0.1820902463
425	0.1818112557
426	0.1816389988
427	0.1812184123
428	0.1809863021
429	0.1807205177
430	0.1804304329
431	0.1799565257
432	0.1796127452
433	0.1795725374
434	0.1791758085
435	0.1789467996
436	0.1785532392
437	0.1784875651
438	0.1784732067
439	0.1780918583
440	0.1776506905
441	0.1776295573
442	0.1773824998
443	0.1770067958
444	0.176941554
445	0.1763565599
446	0.1760453721
447	0.1754480595
448	0.1753615155
449	0.1750343321
450	0.1750057341
451	0.1747399491
452	0.1746989828
453	0.1744136462
454	0.1739353422
455	0.1738032133
456	0.1737938208
457	0.1733792472
458	0.1730575616
459	0.1729696993
460	0.1729358602
461	0.172924727
462	0.172802315
463	0.1727763751
464	0.1725778598
465	0.1719688285
466	0.1717560317
467	0.1715572335
468	0.1711926191
469	0.1711551879
470	0.1710112409
471	0.1706210609
472	0.17019478
473	0.169908961
474	0.1697240482
475	0.1693111384
476	0.1692558879
477	0.1691910319
478	0.1687701312
479	0.1687078038
480	0.1683076649
481	0.1679273794
482	0.1678672095
483	0.1678069405
484	0.1674628181
485	0.1673142068
486	0.167202857
487	0.1671818107
488	0.1668985853
489	0.1666223216
490	0.1665814009
491	0.16644236
492	0.1662642634
493	0.1662211233
494	0.1661855256
495	0.1660990796
496	0.1658914812
497	0.1656816049
498	0.1655341268
499	0.165501566
