Location,Urgent,High,Verified,Frequent,Have you used business consulting services before?,How long has the business been running?,What is the business annual turnover/sales?,How many employees do you have?,What industry is your business in?,Which type(s) of consulting are you interested in?,What are your goals for this service?,How long do you need a consultant?,How would you like to work with the consultant?,base_value,predicted_value,Credits,Lead Id
-0.0006916996176355611,0.016537784943075916,0.0,-0.0008663791223483782,0.007089423931297887,-0.011010463216232218,-0.5630823819940259,-4.938299220887134,-0.945770702959302,-0.016900984326127716,0.0,0.0517437171548027,-0.026622642801548038,0.0,27.430829857153853,21.00295630825869,21,46586674
-9.30907839587055e-05,-0.0323551316184886,0.0,-0.0006215745918864784,0.007362382075383325,-0.010098049118444872,-0.5444050043455447,-4.876673753602838,-0.9359286188147314,-0.008825824624847121,0.0,0.04384700756553912,-0.011370253665063987,0.0,27.430829857153853,21.061667945628983,21,46587804
-0.0013188661379125771,-0.056178472089245174,0.0,-0.0879932780736971,0.0177546267126493,-0.004758811071749753,0.0183123123046132,10.017034238134631,2.4722530525053767,-0.1026464529908734,0.0,-0.08519395995144688,0.7823059535615415,0.0,27.430829857153853,40.40040020005775,40,46595468
-0.0004695824016419011,-0.04723522183189303,0.0,0.0005847723434270163,0.006863709701453555,-0.008012127560879424,-0.36545830157140435,-5.219581794131342,-0.8132008615837258,0.060520197834002934,0.0,-0.08373222956829464,0.22179572312710186,0.0,27.430829857153853,21.18290414151065,21,46598444
-0.0006525179874352822,0.038985128934273645,0.0,0.046566831498220135,-0.047558271057352795,-0.006720673779701773,2.279661288111327,22.17685685294072,3.9026023758826454,-0.023093829432768002,0.0,-0.19074805758167596,2.183831075841169,0.0,27.430829857153853,57.790560060523305,58,46608319
-0.0013613945964122919,0.013175816761257413,0.0,0.0004926481084798081,0.01117650023403554,0.12086098999070495,-0.5538482669895429,-4.938674916237937,-0.966484447286022,-0.019104998014724962,0.0,-0.0288226667912199,-0.018235515015230932,0.0,27.430829857153853,21.050003607317237,21,46608072
0.00681616799036128,0.011201276630538208,0.0,0.018553924846355326,0.004482863645758744,0.004238085323149015,-0.1322778948588433,12.411093429825621,0.9081315458102958,-0.008930920844555497,0.0,-0.08881885185613532,0.9853766302240282,0.0,27.430829857153853,41.5506961138904,43,46607351
0.00042816278165044657,0.013907118171238936,0.0,0.0011371120028968989,-0.022174645566884265,-0.011792800778799541,-0.6174516913755513,-4.966356191273213,-0.9635304071566047,-0.0011682578808247229,0.0,-0.022232342624403406,0.09792421057463514,0.0,27.430829857153853,20.939520124027993,21,46607332
-0.003695181203732067,0.014473560591811752,0.0,0.012532100261805984,0.021547639550715203,0.0006642379928686319,0.8721508482649821,9.863873910814242,2.3444737781423264,-0.030906646351858576,0.0,-0.12057716802339521,1.4010495100264575,0.0,27.430829857153853,41.806416447220066,40,46602784
0.001490304447203849,0.02754564671416635,0.0,0.003487315917975326,0.006736210180614982,-0.011200112837600055,0.17372952370369182,-5.619486455808968,-0.9199356042524657,-0.05088544701466061,0.0,-0.08128079678250855,0.21413051571207403,0.0,27.430829857153853,21.17516095713338,21,46611739
-0.0108383556110888,-0.05012364728610014,0.0,-0.0013169359504824596,0.028823253573962065,-0.018576493817631226,-0.37443085914853447,-5.026155727040004,-0.5596653942691415,-0.05483069546425294,0.0,-0.001797314658219533,-1.938978246179588,0.0,27.430829857153853,19.422939441302763,17,46613241
0.00045976659648608363,0.015566697770128285,0.0,0.002512334764107786,0.008274720328001806,-0.010758252723952911,-0.18231382637801463,-5.965699163609583,-0.29644868725366635,-0.06891230883189786,0.0,-0.04196586672809801,0.1566414261745048,0.0,27.430829857153853,21.048186697261873,21,46615167
-0.004148205344617082,0.004677404706339981,0.0,0.00849397663779335,0.0073621040485278314,-0.014959881849519472,0.8439845868869909,8.927782735033036,2.6458824973890724,-0.03663096698948467,0.0,-0.07181844395915564,1.1512943861920484,0.0,27.430829857153853,40.892750049904905,40,46616763
0.0002593680090910807,0.014184442972186554,0.0,-0.0007876184504716482,-0.019252456276705215,-0.010270859609698072,-0.558279932941971,-4.884839829401612,-0.9307656634408387,-0.002136219508023205,0.0,0.05063432355363692,-0.026160114345833062,0.0,27.430829857153853,21.063415297713625,21,46618271
0.0006574416498536415,-0.029109439342990904,0.0,0.003212076275568367,0.007717662260443824,-0.012219124359394722,-0.1908043031811199,-5.520286692472294,-0.7690598510849901,-0.008233001807512092,0.0,-0.021800654132962158,0.14892201228315022,0.0,27.430829857153853,21.03982598324161,21,46618550
-0.0004663151823433306,0.011423981114553287,0.0,0.001225585566236385,0.0074839943537388315,-0.008975068238768638,-0.5837363513636843,-4.9042648012125,-0.9421002542640704,-0.005552291215695633,0.0,-0.023537546547973215,0.006861888793328106,0.0,27.430829857153853,20.989192678956673,21,46622662
0.0015579740683381972,-0.08968518322548222,0.0,0.0028495861997100327,-0.10060209034056661,-0.019656542414429743,0.0882355493093256,-5.213611293217374,-0.9976473752754134,0.0058858634100791484,0.0,-0.021041970461652848,-2.0709805735245954,0.0,27.430829857153853,19.01613380168179,18,46623027
0.0006754174772472621,0.046375381768043004,0.0,0.01836132434787648,-0.015283631670517299,0.008443923063008727,0.8708462525295984,12.133289505411797,0.9534728973051462,-0.024633125839570127,0.0,0.0015284412760462926,1.5115139473455048,0.0,27.430829857153853,42.93542019016804,43,46623707
-0.0007123074782428344,0.012863328635959133,0.0,0.0008050266658974715,-0.04150066064406331,-0.01823832225559058,-0.6928149778800708,-5.021884593677062,-1.0264003050489072,0.007609302459824863,0.0,-0.08948844841408031,-2.5331292026284062,0.0,27.430829857153853,18.02793869688911,18,46629171
0.0005207331914032707,0.013177155278268536,0.0,-0.000678414757037886,0.007738991592301595,-0.009906344633206615,-0.5480286784643926,-4.879583328562719,-0.9270353252317579,0.01593783961336929,0.0,-0.02206344343717109,-0.02924061473975396,0.0,27.430829857153853,21.051668427003158,21,46631206
0.0003290304870158726,0.013349693864202249,0.0,7.990205288605554e-05,0.007395735666042896,-0.009925928815062606,-0.5534521654689839,-4.881799981112517,-0.9290817923049137,-0.0012591935665534717,0.0,-0.0161185354071052,-0.026175857405535883,0.0,27.430829857153853,21.034170765143326,21,46631922
-0.0034943347093656487,0.039276750864775056,0.0,-0.19470918786931266,-0.06347947883954547,-0.00678192841364138,2.3414170426144825,21.51289604454103,4.360897164528167,-0.09962287685051732,0.0,-0.05507136567372509,1.625721407723928,0.0,27.430829857153853,56.88787909507014,58,46632771
