iter	Passed	Remaining
390	10319	2876
391	10347	2850
392	10376	2825
393	10406	2799
394	10433	2773
395	10462	2747
396	10491	2721
397	10518	2695
398	10547	2669
399	10575	2643
400	10601	2617
401	10629	2591
402	10657	2565
403	10683	2538
404	10714	2513
405	10745	2487
406	10775	2462
407	10804	2436
408	10836	2411
409	10863	2384
410	10892	2358
411	10919	2332
412	10941	2304
413	10969	2278
414	10997	2252
415	11025	2226
416	11053	2200
417	11083	2174
418	11111	2148
419	11138	2121
420	11166	2095
421	11192	2068
422	11221	2042
423	11250	2016
424	11277	1990
425	11306	1964
426	11334	1937
427	11361	1911
428	11392	1885
429	11420	1859
430	11449	1833
431	11472	1805
432	11499	1779
433	11527	1753
434	11556	1726
435	11583	1700
436	11612	1674
437	11640	1647
438	11669	1621
439	11698	1595
440	11729	1569
441	11759	1543
442	11792	1517
443	11823	1491
444	11854	1465
445	11884	1438
446	11914	1412
447	11943	1386
448	11972	1359
449	12002	1333
450	12030	1307
451	12058	1280
452	12088	1254
453	12117	1227
454	12145	1201
455	12173	1174
456	12204	1148
457	12232	1121
458	12261	1095
459	12289	1068
460	12318	1042
461	12347	1015
462	12377	989
463	12413	963
464	12439	936
465	12467	909
466	12495	883
467	12522	856
468	12550	829
469	12580	803
470	12610	776
471	12639	749
472	12669	723
473	12700	696
474	12732	670
475	12762	643
476	12793	616
477	12824	590
478	12853	563
479	12881	536
480	12900	509
481	12927	482
482	12955	455
483	12983	429
484	13014	402
485	13042	375
486	13069	348
487	13098	322
488	13126	295
489	13154	268
490	13182	241
491	13209	214
492	13239	187
493	13268	161
494	13296	134
495	13325	107
496	13356	80
497	13384	53
498	13417	26
499	13445	0
