Urgent,High,Verified,Frequent,Which category does the property fall under?,What will the project consist of?,What is the intended material for the fence or gate?,What is the desired height of the fence?,What is the estimated length of the fence?,How many access gates are to be included in the fence design?,Should the professional be responsible for supplying the materials?,Please indicate any supplementary fence-related services you may need?,When would you like the work to start?,How likely are you to hire a professional?,base_value,predicted_value,Credits,Lead Id
-0.004186508089533066,-0.48789340195017733,-0.0001384088829095015,-0.0036921679876369086,0.00955947448419368,0.29315741913738697,-0.23953601412840397,0.028405495699762053,-0.7803920076889931,-0.0043273854878296755,0.09677402758635567,-0.0033039999915882054,-0.24287968207244492,-0.03926600191801931,9.241698662846215,7.8639795015563765,8,47230685
0.006676256645506304,-0.5139241420371913,-0.0005502053543199252,-0.0018774251265776009,0.017764155670822925,-0.625863148308075,0.08083582297807554,0.011648675843283586,1.209984642215608,-0.008068900927949357,-0.009515772147506651,-0.0013105812724492178,-0.20099672309506203,-0.04692775090967908,9.241698662846215,9.1595735670207,9,47230533
-0.0023974423796128273,-0.5250843861883361,-0.003833365952886528,0.0011054145260138504,-0.006909064001539191,-1.713295724376396,0.11612680770275612,-0.015238272685490134,-0.7671759701872969,-0.002938210957961751,-0.0032861449263915416,0.001077031249998945,-0.25721929246662273,-0.1542196954871214,9.241698662846215,5.908410346715332,6,47230502
-0.0053952604180940375,-0.45466652134158986,-0.004305722102203177,-0.0003439143362107572,0.022456637066227872,-1.7116447472492173,-0.6840335538700612,-0.03315887001517232,-0.7798162508336872,0.09829857400699238,0.024864600836894707,-0.012169914120414585,-0.32647686904990114,-1.1534771826011596,9.241698662846215,4.221829668818615,4,47230408
-0.0007101341609689189,0.45520347342759193,-1.1507245719631637e-05,0.0011054145260138504,-0.0023952167346428127,0.26675904989484234,0.10139914097668269,0.014063106715297811,-0.7820782463796196,-0.01876703305244818,-0.002842039259244979,0.0007360915389353031,-0.25836434212398857,-0.017099132121773605,9.241698662846215,8.998697288847172,9,47230384
0.0036696472829591455,-0.46249634415157653,-0.0008772345123633118,-0.002151447576476202,0.0024629710477430742,0.23972745799523906,0.08973649150771203,0.015635646207014856,-0.7977000454293254,-0.018641309978107642,-0.007542608699474884,0.0016078701969758301,-0.2229003637124042,-1.1143600715299933,9.241698662846215,6.967869321494132,7,47230347
-0.0012052438454225787,-0.4571211609816041,-0.0008369342383151103,0.001001709733840644,-0.00341170852637837,0.2309640347240647,0.10031680572845444,-0.014629197247628851,-0.8059223589372481,0.007782089539896197,-0.006340789561110511,-0.007373773206948661,-0.21706548396552455,-1.0988323206719792,9.241698662846215,6.969024331390308,7,47230342
0.003077015600321936,-0.5635818414619592,-0.0015361299514706924,0.0008355783835682355,-0.0015171223108081191,0.26222980645635996,0.09110069850110113,0.009104919249759567,-0.7135596696819696,-0.007765775416501273,-0.0037057020550430846,0.0008708037654596105,0.7931377459287837,-0.11565934994841241,9.241698662846215,8.994729639905405,9,47230333
-0.0003967819037567018,0.2909556533224177,-0.0003000550023332752,0.0008355783835682355,-0.0017092341384873312,0.3054772517392497,0.09608164243810996,-0.0035230616124611583,-0.6957213840938811,-0.004575006955844918,-0.001981995701116003,0.000766023507171114,0.7576572382893404,1.0335525902050038,9.241698662846215,11.018817121323194,11,47229838
-4.4038697854558985e-05,0.39522108575936943,-0.0006161792528045167,0.0008355783835682355,-0.0021335641656304574,0.2883876695863663,0.10063772366501553,-0.009160022135149585,-0.7398130681861851,-0.012925554290610418,-0.0028562530055034722,0.0008236514094497273,0.7950678597687539,-0.058799141588438485,9.241698662846215,9.99632441009656,10,47229837
0.0036005606287685676,-0.461696831985311,0.0026255309425608064,-0.002151447576476202,-0.0016493049717825837,0.24040083039142884,0.09353281833344518,0.015424500879764002,-0.8041744187180286,-0.013840972171487598,-0.004449707909745963,0.0009147314658064566,-0.21473168408161114,-1.1099653713437894,9.241698662846215,6.9855378967297534,7,47229784
-0.0003967819037567018,0.28946930303325147,-0.0003000550023332752,0.0008355783835682355,-0.0014744259800193176,0.30697594216186935,0.09510504225901022,0.0012919263721913991,-0.7007669125433519,-0.005524805002739057,-0.00269824466710061,0.0007822020689893535,0.7578125839052751,1.0302576327987816,9.241698662846215,11.013067648729848,11,47229695
0.0036264092238560853,-0.46151472974049124,-0.0008772345123633118,0.001001709733840644,-0.00399754320769991,0.24446520071115116,0.09266886544297538,0.01635569008816901,-0.8098897295278844,0.004697901617958008,-0.004840835252936896,0.0011206377079031771,-0.21461788800600246,-1.110420460087917,9.241698662846215,6.9994766570367695,7,47229688
-0.0014840125054969094,0.28829124683335655,0.00040822965683442433,0.001838499168752816,-0.005382845349985781,0.27030111392402945,0.10624748381946736,-0.010942839741660632,2.2240699250243763,-0.015820401589937385,-0.002229732754813709,-0.0002096860513014122,-0.2703841298621669,1.198680250556383,9.241698662846215,13.025081763974056,13,47229672
-0.0010637229138562676,-0.4613020979195914,-0.0008772345123633118,-0.002151447576476202,0.0029406004368532166,0.24138744340147428,0.08969059279119315,0.016156621924229928,-0.7993332976672869,-0.019368647301643654,-0.007542608699474884,0.0016078701969758301,-0.22342801951699623,-1.1150338411978296,9.241698662846215,6.963380874291418,7,47229634
-0.0011643237065635473,-0.46032048350850613,-0.0008772345123633118,-0.002151447576476202,-0.0013336752866431947,0.24450623672560157,0.09192505229917668,0.016013361226576848,-0.8075523824759563,-0.018275032345524276,-0.004785673975778079,-0.010981331725747744,-0.22718071326079853,-1.112748862080341,9.241698662846215,6.946772152642869,7,47229624
-0.00020762041160278204,0.2485660610514379,0.00044500357471221046,0.001794908764760422,-0.002127008392103474,0.3022036700682142,0.10435061567698242,0.012196579603167598,2.232599475894513,0.012155191557545852,-0.003533357424165148,-0.00022078703870647006,0.742929414164763,1.1313690044104994,9.241698662846215,14.024219814346235,14,47229380
0.004001789273028313,-0.5140115914919674,-0.0001384088829095015,0.0011054145260138504,-0.0024592164527636913,0.25430451756290406,0.10574051074203966,-0.003388326743585533,-0.7923292095502137,-0.014798397677981735,-0.0032523266937074043,0.0007226451978890471,-0.24335210932412865,-0.05309622961737088,9.241698662846215,7.980747723713462,8,47229370
-0.000552147062312977,-0.5280166683388011,0.0008798179054676404,-0.0039727013704308825,-0.005951180858435402,0.24152808106803347,0.10608085985860408,-0.0038280623036737373,1.0662867900718338,0.002749773263408312,-0.004380046789654624,0.0005100182658799722,-0.224005465151583,-0.011123689643374816,9.241698662846215,9.877904041761177,10,47229327
0.0032894355383088717,0.24564899791089226,0.00044500357471221046,0.0015466556689743241,-0.0007365198696659026,0.3189561813744418,0.09631668507586423,0.0023152398070117814,1.9898327944794272,0.011629163555590296,-0.002019573553719791,-6.554857222201061e-05,0.6257270787336443,1.071598797447072,9.241698662846215,13.606183054016554,11,47229251
-0.0022077815406414,0.43508920465086626,0.0002996314397981002,0.0011054145260138504,0.024618909051831457,-0.6402218776854612,0.09530259966110197,0.01632112281551588,-0.743482928860849,-0.012963339324488692,-0.008021634374989178,0.0013778634478821524,-0.2628018366068165,-0.06473136588795358,9.241698662846215,8.081382644158026,8,47229249
-0.0037538185996853603,-0.5118768123354086,-0.003833365952886528,0.0011054145260138504,-0.0050563466106161165,-1.6962335933638968,0.10818218865333276,0.01293422264902032,-0.7879825604678474,0.0006351470557354877,-0.003262561499307533,0.0012409550804672082,-0.2565035000870996,-0.10644313176275448,9.241698662846215,5.990850900131285,6,47229244
-0.0007101341609689189,0.45520347342759193,-1.1507245719631637e-05,0.0011054145260138504,-0.0023952167346428127,0.26675904989484234,0.10139914097668269,0.014063106715297811,-0.7820782463796196,-0.01876703305244818,-0.002842039259244979,0.0007360915389353031,-0.25836434212398857,-0.017099132121773605,9.241698662846215,8.998697288847172,9,47229204
-0.00039182250251624775,0.39677934752569244,-0.0006161792528045167,-0.001756985428169445,-0.001785168649168172,0.2845637382175296,0.10041613347879225,-0.005838638949439059,-0.7358042670972967,-0.006889171675648847,-0.002914237146196672,0.0008999867580866485,0.7987313883285885,-0.057888594196537815,9.241698662846215,10.009204192257126,10,47229048
0.004945700311449069,0.3132957858063704,0.000611507691041831,0.0011054145260138504,-0.004308290461467225,-0.6106014232178189,0.0995830237652155,0.013066724957303145,-0.697196911799823,-0.012742498875622978,-0.004640279574722923,0.00047883771566569985,-0.3151963523554699,1.0235536766377569,9.241698662846215,9.053653577972108,9,47229018
-0.001963767666243141,-0.5257803831913404,-0.004552594574381622,0.0011054145260138504,-0.00527974390143422,-1.8429531236497652,0.1003196869050354,0.015065956892187822,-0.7691086867080642,0.0007380935507568124,-0.0030419940093891927,0.0006571721040456994,-0.2657279853525627,-0.161955481784934,9.241698662846215,5.779221225986145,5,47229004
-0.007901919911233506,-0.4881613520329264,-0.0020929033560921602,0.0004729825154999775,-0.0005701418286547344,-0.6745022142086835,-0.5512649674473196,0.032021983089163236,1.2357182003113676,0.07408700039921319,-0.020495280592402864,-0.00936203885834071,-0.22985809060990098,-0.04808345206818402,9.241698662846215,8.55170646824772,9,47228934
-0.0005067070192601449,-0.47262315186447723,-0.0012006706262316618,0.0017347943765796095,-0.0045388227659102585,0.22825042497826065,0.09180807843719435,0.01406444809231585,1.084047156632716,0.004062449369245286,-0.004424225615288448,0.0009365782595690906,-0.21182110822324968,-1.0340407348874439,9.241698662846215,8.937447171990234,9,47228644
-0.0012138034992422357,0.29188493172112107,0.00040822965683442433,0.0011340881816049799,-0.010291226382513926,0.3042803574653826,-0.7740198410846683,0.007302117005345135,2.9177829756339584,-0.006512122291544967,0.02215073508567761,0.0005689462848131808,-0.2698483167520648,1.2047494972592219,9.241698662846215,12.930075231130147,13,47228464
0.0021419676012395155,0.3319964742313005,4.061060287557279e-05,0.0011054145260138504,-0.0020370724667030304,0.2896880249496144,0.10553655170234867,-0.0009443224874428965,-0.7486650896057018,-0.016416865901952588,-0.0024994913966052412,0.00025776558458286516,-0.3078240071810927,1.0645040480340366,9.241698662846215,9.95858267103873,10,47228401
-0.0011771767478742211,-0.5137670176325984,0.00045370455400202213,-0.002381006274851122,-0.00205511417013131,0.25295116668025464,0.10194896228788579,0.0139628425216498,-0.7918309751725495,-0.016820153734253492,-0.0032893116283800963,0.0007487007709857585,-0.24520054859342713,-0.05833716242260642,9.241698662846215,7.976905573284321,8,47228358
-2.706142241955258e-05,-0.4559263700470535,-0.0014092295592785734,0.0017347943765796095,-0.004949561855358639,0.20761322090080608,0.09555821152574058,0.01297474090258762,2.1261303385417842,0.008801190630290903,-0.004577299011824698,-0.01001388743075843,-0.19662314355788582,-1.0244053359462566,9.241698662846215,9.996579270893166,10,47228272
-0.0007079399036606705,-0.5128173452599821,-0.0001384088829095015,0.0011054145260138504,-0.0033877066453842884,0.2557704012941433,0.10778562495201348,-0.01014333584348004,-0.7946355282291379,-0.011104918730668682,-0.0031079998125314806,0.0006286971047207304,-0.22999117398386973,-0.05091958594233978,9.241698662846215,7.990034857489142,8,47228206
0.01196522974566594,-0.4914864816881901,-0.003799710710983186,-0.006109811533026784,-0.006127671484164629,-1.4657622276883686,0.07181807865849138,-0.012289178721386004,-0.7287839378970628,-0.006807620681590919,-0.0071267125878968045,-0.006762737034037583,1.0642207354333546,-1.1055572935990434,9.241698662846215,6.549089323057977,6,47228180
0.0014940128065367947,0.2880347844572505,-0.0003000550023332752,0.0008355783835682355,-0.0013509069023948245,0.30581301874203193,0.09607023747829173,0.001213699204204921,-0.6984571559794723,-0.005048229055004972,-0.00269824466710061,0.0007822020689893535,0.7571458337325666,1.0292694061416607,9.241698662846215,11.014502844255007,11,47227862
-0.000884282299924803,-0.44320138821606536,-0.0008772345123633118,-0.002688118652134897,-0.007455974187956346,0.2487295302568104,-0.7461672113809898,-0.02439984351680809,-0.8092473904891868,-0.017990270978369045,-0.04597787685409571,0.0004421649838331955,-0.249017502646523,-1.110529880904914,9.241698662846215,6.032433383447526,6,47227741
0.0005998236836830125,0.24952850829590487,-0.0012717929347212569,0.0015466556689743241,-0.0019748231601289996,0.31362118252575516,0.1070343623848788,0.01355104363435885,2.651694649676522,0.0017362055775174369,-0.0037922644884746384,-0.0007591284589115358,0.6852245586379012,1.1173300756231848,9.241698662846215,14.375767719512655,14,47227578
0.00011149349479875587,0.3677875992598286,0.0008212735270381806,-0.0038616190486067334,0.005350439148888821,0.27211867044738475,0.10144053879157433,0.0018037984238808008,2.2229988902088174,-0.007097388942720805,-0.003309895856433947,-0.0006815501725435666,0.7976497600202077,0.06887456391105938,9.241698662846215,13.065705236059387,13,47227579
0.007192244874435375,-0.46900368557878586,-0.0007787822140289503,0.0024665840745869863,0.002791773539019068,0.23443289928230235,0.09548145978089298,0.01057844312483098,-0.7345253244333548,-0.02348246402093446,-0.002715830136298153,0.0006617001414945422,-0.23552845691979088,-0.28051771906471595,9.241698662846215,7.848751505295869,8,47227544
0.0017744795464397542,0.4527618130470636,-0.0004833282117630658,-0.005542573993772023,-0.012576071347215646,0.2654479970290323,0.10398374618284766,0.012688854894699354,-0.7904592839280484,-0.01791053739884375,-0.002777572620054271,0.0003879795426486162,-0.24952734290211254,-0.019106643124927273,9.241698662846215,8.98036017956221,9,47227504
0.00012092161336615901,0.2905810100559697,-0.0003000550023332752,0.0008355783835682355,0.01215251744211134,0.305048514870282,0.08934022666527555,0.009991305362126647,-0.7286245573898388,0.008239772472579168,-0.006916344915744291,0.001025517325235023,0.7520880622832268,1.0197634337057628,9.241698662846215,10.995044565717802,11,47227425
0.0021419676012395155,0.33053268838873895,4.061060287557279e-05,0.0011054145260138504,-0.0022877323449156783,0.28845251327692517,0.1064988193391846,-0.005144488468072553,-0.748794534311185,-0.015966153681274436,-0.0017620469791930857,0.000241587022764626,-0.30712970810794005,1.0679330759701249,9.241698662846215,9.957560675681503,10,47227423
-0.0013173580953354089,0.4521902434930289,-1.1507245719631637e-05,0.0011054145260138504,-0.005386540635917753,0.2693972955912748,0.10162744304308353,0.013892484167220555,-0.8075497417357513,0.0017495909107079996,-0.003139566356702253,0.000899094751863615,-0.24865122168853365,-0.02004173734063048,9.241698662846215,8.996462556230817,9,47227290
-0.0009993024169831456,-0.5318095258392792,-0.001785133971976769,-0.0018774251265776009,0.000719864838599204,0.21263328450212424,0.09631016162408519,0.0118380877184376,1.1527645993039852,-0.02321837591763671,-0.007110280141012677,0.0013546711495625416,-0.22649543217641604,0.020725739984997837,9.241698662846215,9.944749596378125,10,47227203
0.003194143799463209,0.28387527445575245,0.00040822965683442433,0.0019323299670936985,-0.004493882792894675,0.29317004792136286,0.12098013638830545,0.013780120178478055,2.9638285946880885,0.013663234643424766,-0.0016147750083724875,0.00021557450426788592,-0.2628506202463854,1.193499510582767,9.241698662846215,13.861286581584398,14,47227132
-0.0022327115734388663,-0.5164930957303214,-0.000105834331914217,-0.0023961634798846886,-0.0022748901446947617,0.20443061745906266,0.08952167750113231,0.004719838785050732,1.1355184833812872,-0.025426358434920863,-0.004666358317063758,0.0004505347391068411,-0.24284760716232215,-0.25587235049599366,9.241698662846215,9.624024445041302,10,47227129
-0.0009193523574512658,0.45264570114321095,7.478071804209658e-05,0.0011054145260138504,-0.002784162035730192,0.26988222467429324,0.10616630843398304,-0.009496109587293982,-0.7844058358720046,-0.013130519834926021,-0.002631723145716294,0.0006280687842100142,-0.24580607636804558,-0.016551133553294725,9.241698662846215,8.996476248371506,9,47227116
0.0014034828228027272,0.249660142552512,-0.0004808417118287757,-0.0018445243775871947,0.0008356757528252075,0.2765475000197806,0.09764998222555513,0.01294589046125196,1.2553443621062856,-0.00826792871409904,-0.0028015223433816737,0.0009170685582513383,0.7450830338587159,1.1016550955124371,9.241698662846215,12.970346079569739,13,47227091
-2.0860247697465207e-05,0.38966651039485195,-0.0006161792528045167,0.0008355783835682355,-0.003917077576546888,0.2885145315063415,0.09839366233539733,0.007652439174083949,-0.7640912321664052,0.005895486372860807,-0.0034421469233723266,0.0008714310915608006,0.780791765909227,-0.06843687016974231,9.241698662846215,9.973795701677538,10,47227002
-0.00020158196836990176,0.4051376272966598,7.554881435471356e-05,0.001838499168752816,-0.003861503984840543,0.23682648702884102,0.10326401660935278,-0.000533006489589019,2.1958630005094846,-0.021816395950390467,-0.0023885809888892946,0.00028154205250015946,-0.2526537772390124,0.11283280940171393,9.241698662846215,12.016363347106784,12,47226988
8.922022002188148e-05,0.45513156195043525,0.00011318500056121828,0.0011054145260138504,-0.0038598892478350277,0.26602645608680325,0.10362916861513435,-0.01362774631672027,-0.7915369154354234,-0.015086911022202176,-0.003877027991534926,0.0006857715763529828,-0.2453530468832388,-0.01498324611856529,9.241698662846215,8.980154657806018,9,47226775
-0.00019310756264433746,0.39438121551801064,-0.0006161792528045167,0.0008355783835682355,0.01164197446798869,0.2829962844832793,0.09886159326189983,-0.013850588964959337,-0.7305497355515251,-0.00963619340482312,-0.005952407596090669,0.0010305479838587013,0.7981835239731756,-0.057942262789185905,9.241698662846215,10.010888905795962,10,47226762
-0.00034022756393168544,-0.5003681995837517,8.137788177394156e-05,-0.002381006274851122,-0.0025161720233802054,0.2558283733961797,0.09942365076214552,0.013926795271598721,-0.8272991325550714,0.009309494386601344,-0.0037242753975014185,0.0009822285612533517,-0.24002142443194832,-0.01889022745444344,9.241698662846215,8.025709917820889,8,47226616
-0.00243038644089718,-0.5120812664237286,-0.0007211093300389772,-0.0019490032221523312,-0.005113021738405237,0.25743620929573546,0.10743514436827868,-0.019614926212062428,-0.7952220900896906,0.0042270954259460225,-0.0035080942589304793,0.0008974215285197523,-0.25678427019455863,-0.05686893843965624,9.241698662846215,7.957401427114573,8,47226457
-0.0036125205782671383,-0.45956611193596386,-0.0012006706262316618,0.002348557025094689,0.005986114475326837,0.26198189384251697,-0.21067560231299617,0.025036794516959414,1.0909492333173292,-0.0046592192727813895,0.09531885968265524,-0.002095305793971838,-0.21604443053198807,-1.0066422564983137,9.241698662846215,8.818823998155583,9,47226455
0.002705420384805153,-0.5130795560553754,-0.0021470292626074535,0.001564080810196855,-0.0010912739921751236,0.23237181818179933,0.05850234608040919,-0.00996828598617152,-0.6600672245154113,-0.014485350918958032,0.026400270987798336,0.0052650924011844015,0.7943375049383784,-0.3433011081074695,9.241698662846215,8.818705367792619,9,47226454
0.013866352876177768,0.26442918120655157,-0.0017799262472532823,0.0014493410320833152,0.007091065701574697,-1.6168571784319972,-0.27043645000685007,0.024378246162842964,-0.6832466993122821,-0.013708098294815245,0.08046361773681236,-0.0006539480091030656,0.7682587162075687,0.9265636395147909,9.241698662846215,8.741516522982314,9,47226445
-0.0010637229138562676,-0.4611758925491108,-0.0008772345123633118,0.001001709733840644,0.0029309885370098574,0.24446386880929977,0.09223994218610579,-0.003970956791157627,-0.7978476601647568,-0.01710926099659413,-0.007682172980581145,0.0016078701969758301,-0.22219312894396806,-1.1169946314061348,9.241698662846215,6.955028381050919,7,47226162
0.0036696472829591455,-0.46249634415157653,-0.0008772345123633118,-0.002151447576476202,0.0024629710477430742,0.23972745799523906,0.08973649150771203,0.015635646207014856,-0.7977000454293254,-0.018641309978107642,-0.007542608699474884,0.0016078701969758301,-0.2229003637124042,-1.1143600715299933,9.241698662846215,6.967869321494132,7,47226102
0.0011209086588072589,0.39371623759343166,-0.0006161792528045167,0.0008355783835682355,-0.0016829572990976446,0.28587686607294704,0.09765030626023147,0.007597657136537905,-0.7415912306217042,-0.009481627841204866,-0.0029023409595488148,0.000854412995215832,0.7880943080546041,-0.06324403059207585,9.241698662846215,9.997926571435123,10,47225951
-0.0014035536292380433,0.3114803838657849,-0.00019125717204739108,0.0011054145260138504,-0.004935115711469627,-0.6115012692050039,0.10293194355120354,-0.0019994402369827974,-0.696395962123491,-0.008366779514646734,-0.004112278727119983,0.00028150115582098147,-0.3029565785729209,1.0356269300463126,9.241698662846215,9.06126260109843,9,47225917
0.0032894355383088717,0.24564899791089226,0.00044500357471221046,0.0015466556689743241,-0.0007365198696659026,0.3189561813744418,0.09631668507586423,0.0023152398070117814,1.9898327944794272,0.011629163555590296,-0.002019573553719791,-6.554857222201061e-05,0.6257270787336443,1.071598797447072,9.241698662846215,13.606183054016554,11,47225708
-0.00026900482030610303,0.33256017398271,-8.084134916674446e-05,-0.002381006274851122,-0.0025617342773988326,0.29354542577538395,0.10560294092594294,-0.010975661041567135,-0.7495340389258169,-0.019110440964105233,-0.0027342954352133665,0.0002495400388697187,-0.3069566213110312,1.0638166977766859,9.241698662846215,9.94286979694635,10,47225676
