iter	RMSE
199	0.7258903079
200	0.7208679106
201	0.7157877377
202	0.711130634
203	0.7065686156
204	0.7014752598
205	0.6937432232
206	0.6895260088
207	0.6852657377
208	0.6809762677
209	0.6713713326
210	0.6665297483
211	0.6583648675
212	0.6534999359
213	0.6489942345
214	0.6451057783
215	0.6426001995
216	0.6373763155
217	0.6336368507
218	0.6271040317
219	0.62326529
220	0.6153593549
221	0.6116664706
222	0.6074198366
223	0.6047727744
224	0.6007296146
225	0.5959813572
226	0.5925244049
227	0.5880450038
228	0.5828073963
229	0.5779851922
230	0.571125925
231	0.5677804634
232	0.563934056
233	0.5600699601
234	0.5551014762
235	0.5514030244
236	0.5456588551
237	0.5431551105
238	0.539708209
239	0.5351900291
240	0.5294257121
241	0.5246362102
242	0.5213528869
243	0.5187582397
244	0.5146846375
245	0.5107084548
246	0.5063104091
247	0.5004523333
248	0.4975252859
249	0.492817669
250	0.48875643
251	0.4860203458
252	0.4831350897
253	0.4797479968
254	0.4754984175
255	0.4727765512
256	0.4697620794
257	0.4665727016
258	0.4634950796
259	0.4605394503
260	0.4578864052
261	0.4556254703
262	0.4533630074
263	0.4490630276
264	0.4470382087
265	0.4449366936
266	0.4415479138
267	0.4406103959
268	0.4380137236
269	0.434038254
270	0.4307876082
271	0.429460983
272	0.4258904883
273	0.423843694
274	0.4229810414
275	0.4201275557
276	0.4164820427
277	0.4130597425
278	0.4107467488
279	0.4081785348
280	0.4060145948
281	0.4040612808
282	0.4004645317
283	0.3976249502
284	0.3946702439
285	0.3911038318
286	0.3875425523
287	0.3851665237
288	0.3836279742
289	0.3806397039
290	0.3781328502
291	0.3748789592
292	0.372594949
293	0.369137411
294	0.3657775632
295	0.3619313108
296	0.3577479989
297	0.3553931066
298	0.3523541379
299	0.3495492455
300	0.3484776263
301	0.3463506798
302	0.3435069604
303	0.3407334598
304	0.3384666859
305	0.336191902
306	0.334299827
307	0.3333322119
308	0.3303330203
309	0.3282575741
310	0.3261931424
311	0.3246269498
312	0.322848441
313	0.3208323739
314	0.3194817872
315	0.3182046074
316	0.3166807899
317	0.315143496
318	0.3129854759
319	0.3104866236
320	0.3089302276
321	0.3066960725
322	0.3051437735
323	0.3036355914
324	0.3032401731
325	0.3009034955
326	0.2998110505
327	0.2977663072
328	0.2955503817
329	0.2926138445
330	0.2904317976
331	0.2882173577
332	0.2869772432
333	0.2859834503
334	0.2851788657
335	0.2836111966
336	0.2829146472
337	0.2812291299
338	0.2789978214
339	0.2777256205
340	0.2756115568
341	0.2735950915
342	0.271539915
343	0.2700469486
344	0.2680920857
345	0.2658417024
346	0.2649382666
347	0.2627354141
348	0.2610700058
349	0.2591900275
350	0.2575815977
351	0.2570216237
352	0.2546837553
353	0.253577665
354	0.2532245838
355	0.2522291972
356	0.2512787242
357	0.2499112252
358	0.2484389293
359	0.2479405459
360	0.246609332
361	0.2461358842
362	0.2443944152
363	0.2416268375
364	0.2412153647
365	0.2395152393
366	0.2379199923
367	0.237150388
368	0.2357988709
369	0.2342695334
370	0.2323500049
371	0.2317641837
372	0.2302413811
373	0.2281669819
374	0.2271540748
375	0.2262636133
376	0.224733142
377	0.2237085796
378	0.2226874813
379	0.2213917851
380	0.2209920177
381	0.2206010822
382	0.219729731
383	0.2194343862
384	0.2188229816
385	0.2176315809
386	0.2168279506
387	0.2149004733
388	0.2145860038
389	0.2132459897
390	0.2128683607
391	0.2116683808
392	0.2104371204
393	0.2091491793
394	0.2069261905
395	0.2059016791
396	0.2044417906
397	0.2027705625
398	0.2024952112
399	0.2016329136
400	0.2004095322
401	0.199300532
402	0.1986429227
403	0.1981332576
404	0.1978377544
405	0.1966501809
406	0.1954997341
407	0.1952819908
408	0.1943635798
409	0.1941414023
410	0.1932117693
411	0.1916340068
412	0.1900146531
413	0.1896123471
414	0.1882746216
415	0.1878273144
416	0.1865484854
417	0.1857738637
418	0.1842786875
419	0.1838210841
420	0.1827789761
421	0.181947745
422	0.1814548169
423	0.1806226186
424	0.1797745056
425	0.1794346397
426	0.1788241302
427	0.1782907027
428	0.1774847201
429	0.1771957278
430	0.1769976522
431	0.1766822927
432	0.1763966547
433	0.1753594371
434	0.1739006412
435	0.1736816908
436	0.1726847198
437	0.1723554949
438	0.1721238917
439	0.1712033672
440	0.1703725142
441	0.1685660466
442	0.1681056651
443	0.1673506071
444	0.1662691747
445	0.1659850527
446	0.1655598869
447	0.1644490567
448	0.1643252463
449	0.1638064434
450	0.1629862862
451	0.162204046
452	0.1608946801
453	0.1604624857
454	0.1600866481
455	0.1591685841
456	0.1579187371
457	0.156714313
458	0.1562226811
459	0.1551703538
460	0.1545962845
461	0.1543726009
462	0.1537684314
463	0.1533820526
464	0.1526943182
465	0.1517750349
466	0.1515859679
467	0.1512969381
468	0.1507392383
469	0.15029067
470	0.1497660113
471	0.1490786594
472	0.1483079239
473	0.1472952597
474	0.1466091874
475	0.145979765
476	0.1453266649
477	0.144635259
478	0.1441791506
479	0.1440190534
480	0.1429336899
481	0.1425697074
482	0.1421176393
483	0.1420424622
484	0.141198531
485	0.1402174877
486	0.1399154055
487	0.1391014534
488	0.1388268388
489	0.1385590178
490	0.1377008186
491	0.1375512225
492	0.1373175756
493	0.1371071705
494	0.136508425
495	0.1355823879
496	0.1349121928
497	0.1342906646
498	0.1336761928
499	0.1330573531
