Urgent,High,Verified,Frequent,What is the type of property?,What work needs doing?,How many cars should fit on the new drive?,Which materials would you consider for the new drive?,Which additional service(s) do you need?,When would you like the work to start?,How likely are you to make a hiring decision?,What type of commercial property is this?,What is the existing drive made from?,base_value,predicted_value,Credits,Lead Id
-0.0018037576996029554,-0.029266052714136695,4.1406237300661004e-05,0.00022228043662799303,0.00016072031993949937,0.0007998491643749685,0.0011167906484181196,-0.00044757989758183886,0.0008570528151124571,-1.95568516842109,-0.24129097539285355,-0.004765389324205046,-0.00141954331741878,12.228019124497111,9.996538757351995,10,48266223
-0.0018567176825086708,-0.03462616563669353,-0.0006753947502145432,9.541992781395898e-05,0.0002212944663283046,0.0006973036092544919,0.0011578841863865688,-0.00045751287219738276,-0.0005763872564722689,-1.8969655941660921,-0.28583218564184976,-0.0035207427308251394,-0.0012579910384027816,12.228019124497111,10.004422334911641,10,48265478
-0.0019337866761945384,0.03163751797805856,6.606260767895629e-05,-8.479951197485738e-05,0.000655686246182759,-0.0008306485131667476,0.00023554839584970176,0.0004083214832067672,-0.00045756456496695585,-1.9618913907607793,-0.2833422299709148,-0.006457285507681179,0.0016699829540905247,12.228019124497111,10.007694538656505,10,48265422
-0.0017730544693909118,0.030701736599225028,-2.5967162833786315e-05,-0.0001661797394747994,-7.468808931939014e-05,0.00045373221745338726,0.0015732109798584737,-0.0007112913045113431,0.0008997793462660028,-1.967754928778047,-0.2897565642493953,-0.005065545388362642,-0.0013896370402965118,12.228019124497111,9.994929727418285,10,48264001
-0.0018037576996029554,-0.03388621391055691,0.00012742972971188746,0.0003193266842644399,0.0002642256591866214,0.0003954550491973233,0.001276141416763652,0.0002823526150555667,-0.0004235763475446208,-1.9057589590355393,-0.29126935340184756,-0.003814642178773692,-0.0007476592798507464,12.228019124497111,9.992979893797573,10,48263241
-0.0019030834459824947,0.03172370605315893,-0.0002824598829085867,-8.486327647872544e-05,0.00017809417422948954,1.136065150616518e-05,0.000919120401459969,2.8151745006553324e-06,0.0009717670444676453,-1.9594494595046754,-0.28482363089045887,-0.00668076432292275,0.0004175576159395237,12.228019124497111,10.009019284288952,10,48262371
-0.0017730544693909118,0.03102678658491027,-0.00011494862699925472,-0.0010102186439044582,-0.00013760022578181337,-0.030674354614297294,-0.002075157413590142,-0.0006171746996534538,-0.0006697466058091836,-1.9689393425234962,-0.29024442931642835,-0.004844052819158731,-0.004270248656220605,12.228019124497111,9.953675582467296,10,48261302
-0.0018874209127207144,-0.03442107949092476,0.00016257297009440266,-2.0315885831322907e-05,0.00024458658511240555,0.0006830839095542657,0.000434627032492403,0.0001310632167628526,0.0008918521467160243,-1.9013882981907948,-0.284240167616441,-0.00348904509662486,-0.0014363248365596042,12.228019124497111,10.003684258327947,10,48255793
0.006840327359715742,0.03163751797805856,3.7024629602289564e-05,-0.0002533693727381639,0.0003611664787958967,-0.006708607769497216,-0.005686084699484035,0.0003926421788312097,0.0007259895199818548,-1.9689617198365668,-0.28468382262014597,-0.006986551017053807,-0.0009217745697638909,12.228019124497111,9.993811862756854,10,48255006
-0.004304282956135845,-0.039378395320576715,0.01703909610803799,-0.0008143329049673531,0.0038248187980841654,-0.0010447633954202785,-0.0009445224744256955,0.001641886600464529,0.0013595439026754994,-1.8350296868503315,-0.3030297137951043,-0.01086509720429988,0.0014937296793462668,12.228019124497111,10.057967404684458,10,48253150
-0.0018874209127207144,-0.03442107949092476,0.0001790027280697214,7.988383016386671e-05,0.0003071235790802391,-0.0002896927658101454,0.0009793769171898951,-0.0004220764618898138,0.0008936520012497947,-1.900550642805182,-0.2842866092200607,-0.003974631544582084,0.00011280219443635808,12.228019124497111,10.004738812546131,10,48252161
-0.0019337866761945384,0.03163751797805856,9.607256571989989e-05,-0.00013620028497147036,0.0001732735607731178,0.0007819785562072698,0.0009315977890888066,0.00016509195285499523,-0.000470997127258683,-1.9626315533416323,-0.2830893168224725,-0.006035440982001951,-0.001291592399236879,12.228019124497111,10.006215769266051,10,48251937
-0.0017730544693909118,0.031220965111946747,0.0003915500891957726,0.00017211355555855467,-3.096152153589123e-05,0.00085888558210785,0.0010815431477430018,0.0005096496162264852,-0.0004691330645852173,-1.9635668401807924,-0.29137652342024184,-0.005878678529473045,-0.0015177292905413497,12.228019124497111,9.997640911123332,10,48251558
-0.0017730544693909118,-0.03416765949960717,-0.0005012172564002822,0.0002704639767619952,0.0002723944119979553,0.0009236826560443003,0.0013827719234739628,0.0001036661095791822,-0.0005144984124856,-1.9016615298897728,-0.29361226918941175,-0.003948547829354326,-0.0017071463527860622,12.228019124497111,9.993086180675759,10,48251414
-0.0018037576996029554,-0.029547498303186946,-0.0001280819678419563,0.0003224801526231826,0.0002156484321107204,0.0007761148017354466,0.0010937364018171129,0.0005716112452611045,0.0008863422416644111,-1.9520092852641497,-0.24322807391997014,-0.0052610050095024214,-0.0016622709998973665,12.228019124497111,9.998245084608172,10,48251363
-0.0018567176825086708,-0.03442107949092476,0.000228502689372521,7.982006565999863e-05,0.00023443289249643453,-0.0001254114883293524,0.0003038209736566061,2.9703392934035532e-05,0.0007200339225814118,-1.9012600865764009,-0.284363893171799,-0.0034528905218076376,-0.00010283926496994061,12.228019124497111,10.004032520237075,10,48250960
-0.0018567176825086708,-0.03442107949092476,0.00016257297009440266,-6.917859333376768e-05,0.0002446186782398522,0.0007512531702047119,0.00029323836220038435,0.00013024785420149028,0.0008927917318903566,-1.901391095270425,-0.2842096498431463,-0.0035910611447436277,-0.0014417891388909666,12.228019124497111,10.003513276099971,10,48250301
