Location,Urgent,High,Verified,Frequent,Where is the existing garage located?,How big is the garage to be converted?,What are you planning to use the converted garage for?,Do you have plans drawn up?,What is the planning permission status for this job?,How likely are you to make a hiring decision?,base_value,predicted_value,Credits,Lead Id
0.0,0.12182889718589823,-0.054452419923250395,0.006841714407782448,0.010285692641328543,0.08615384711220153,0.12180772233090352,0.14507272605914553,0.7039121713211403,0.10585063052613766,0.02408044270948499,7.995345430657459,9.266726855028232,11,47371519
0.0,-0.052216374376519686,-0.08353936698646246,0.004575647634812832,0.013407547003846486,0.05371775411446846,0.1253121786895601,0.12752918943884797,0.9558802439830547,0.07101576876235506,0.07963772709508096,7.995345430657459,9.290665746016503,11,47356045
0.0,-0.041785243366459786,-0.07614513154479441,0.005820922712707662,7.917502828898749e-05,0.11185547202586732,0.10713796119327589,0.09068238497806345,0.8577420877177835,0.14280592025626898,0.05732099728409303,7.995345430657459,9.250859976942554,11,47332808
0.0,0.31340347491699944,-0.06909456957794982,0.00920008620545384,0.004425544287181063,0.052984082967294344,0.10722302816483328,0.1541523401596465,0.006307480155281006,0.08047966973509948,0.1763136437508093,7.995345430657459,8.830740211422107,10,47483088
0.0,-0.08217437323626874,-0.09300394256947665,0.00698327246528889,0.004425544287181063,-0.005901498949178006,0.07500786832777313,0.17008518702593667,0.06131909433554932,0.06420977162914783,0.3127215140195481,7.995345430657459,8.509017867992961,10,47481389
0.0,0.3203914172684392,-0.07712822234732455,0.010118177502681923,-0.002839688517258135,0.017087263985366023,0.045437313876771586,0.0517536078046963,-0.036172267803812434,0.03862250865962743,0.17992916025700315,7.995345430657459,8.54254470134365,10,47475746
0.0,-0.11120756551804933,-0.11332758388722167,-0.019069850723293178,0.008560312735597302,-0.047547013764656296,-0.030341146093703402,0.015928139340140365,-0.18561243674691458,-0.0567233902306801,0.06988194473759202,7.995345430657459,7.52588684050627,10,47458174
0.0,0.30587882227467145,-0.07047625989819804,0.011416980415020367,-0.003982594588677978,0.1574735078981077,0.08747735145327444,-0.03044240607492238,-0.063828678931682,0.07008223435589772,0.15313130164285932,7.995345430657459,8.61207568920381,10,47423881
0.0,0.2999487809487594,-0.07913957164262493,0.006865234878413591,0.008934154434259411,0.026187631644829075,0.038540663861501574,-0.02780071590640487,-0.06256009018342011,0.028639302093240445,0.1605489329819134,7.995345430657459,8.395509753767927,10,47379302
0.0,-0.08217437323626874,-0.09300394256947665,0.00698327246528889,-0.013181277327227408,-0.026007715689889938,0.06458825849393528,0.1325596421156621,0.0484709082722461,0.054811609216681635,0.30775278547010065,7.995345430657459,8.396144597868512,10,47372165
0.0,-0.07069083100093737,-0.10302999008421389,0.007373747752454268,-0.0061094763060447295,-0.013949287162229415,0.007753549353122228,0.041295008002054066,-0.037004590866776314,0.031505196885886544,0.2786754082722079,7.995345430657459,8.131164165502982,10,47361222
0.0,0.3362355968712257,-0.07056697426257343,0.0067120320275715906,0.011661721554876863,0.03895283861655456,0.06077042857963505,0.05118671799188671,-0.025268326800568,0.06646203822028887,0.1654085024380143,7.995345430657459,8.636900005894372,10,47359890
0.0,0.32245457168612246,-0.08860480287886435,0.007449845366281004,-0.005003630643943539,-0.010304799268229522,-0.025177071705866,0.015093393450948548,-0.073614028283629,0.03859954966450958,0.13569695532636403,7.995345430657459,8.311935413371152,10,47353529
0.0,0.349576303140325,-0.07418138010148957,0.008311288729742246,0.011736144138605395,0.02391676200553933,0.053934388496385044,-0.02964695026965293,-0.060396932372766166,0.04847591318391067,0.1382617705142882,7.995345430657459,8.465332738122346,10,47312560
0.0,-0.025110861466896783,0.22446472803977457,-0.007503769239640366,0.01135233064084525,0.11712805418465216,0.07241808734090324,0.07958570190916843,0.676127606523725,0.08243652224179601,0.02911950111508555,7.995345430657459,9.255363331946873,10,47292389
